branche,lobbygruppe,parlamentarier,parlamentarier_id,partei,fraktion,kanton,geschlecht,id,organisation,status,art,funktion,in_organisation_seit,rechtsform,verguetung
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Marianne Maret,4303,M,M-E,VS,F,12329,Fondation l'EssentiElles,deklariert,beirat,vizepraesident,2021-11-22,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Marie-France Roth Pasquier,4284,M,M-E,FR,F,13244,"Orif, Organisation romande d'intégration et de formation professionnelle",deklariert,vorstand,mitglied,2022-01-22,Verein,300
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Marina Carobbio Guscetti,3830,SP,S,TI,F,11447,"Netzwerk Schweizerisches Arbeiterhilfswerk, Nationales Sekretariat",deklariert,vorstand,praesident,2020-12-04,Verein,6000
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Martina Bircher,4250,SVP,V,AG,F,7654,Willy Mettler-Stiftung,nicht-deklariert,vorstand,mitglied,,Stiftung,
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Mathias Zopfi,4244,Grüne,G,GL,M,7699,Jassclub Tödi,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Mattea Meyer,4198,SP,S,ZH,F,7102,Internetcafé Planet 13,deklariert,beirat,mitglied,2019-09-01,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Matthias Michel,4309,FDP,RL,ZG,M,7873,Fondation KISS,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Maya Graf,806,Grüne,G,BL,F,11516,Schweizerische Pfadistiftung,deklariert,vorstand,mitglied,2021-01-16,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Maya Graf,806,Grüne,G,BL,F,13952,KOSMOS space,nicht-deklariert,beirat,mitglied,,Verein,
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Melanie Mettler,4277,GLP,GL,BE,F,7499,Soziale Innovation Bern Accelerator,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Mustafa Atici,4304,SP,S,BS,M,7631,GGG Gesellschaft für das Gute und Gemeinnützige Basel,deklariert,geschaeftsfuehrend,,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Nicolas Walder,4297,Grüne,G,GE,M,8058,Association Pro Senectute Genève,deklariert,vorstand,mitglied,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Nicolas Walder,4297,Grüne,G,GE,M,13374,Fondation Pro Senectute Genève - Carouge,nicht-deklariert,vorstand,mitglied,2021-11-08,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Nicolò Paganini,4222,M,M-E,SG,M,11697,Schweizerischer Verband für Alimentenfachleute (SVA),deklariert,vorstand,praesident,2020-06-01,Verein,1
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Patricia von Falkenstein,4324,LDP,RL,BS,F,12894,GGG Gesellschaft für das Gute und Gemeinnützige Basel,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Patricia von Falkenstein,4324,LDP,RL,BS,F,12910,Stiftung Gérard und Dori Bernus-Lorétan,deklariert,vorstand,praesident,2015-09-25,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Patricia von Falkenstein,4324,LDP,RL,BS,F,12895,GGG Gesellschaft für das Gute und Gemeinnützige Basel,nicht-deklariert,beirat,praesident,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Patricia von Falkenstein,4324,LDP,RL,BS,F,12892,Pro Senectute beider Basel,deklariert,vorstand,praesident,2015-06-01,Stiftung,7600
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Patricia von Falkenstein,4324,LDP,RL,BS,F,13954,KOSMOS space,nicht-deklariert,beirat,mitglied,,Verein,
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Patricia von Falkenstein,4324,LDP,RL,BS,F,12889,Emma Schaub-Stiftung,deklariert,vorstand,praesident,2019-07-30,Stiftung,4000
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Patricia von Falkenstein,4324,LDP,RL,BS,F,12909,Stiftung Sedlmayer-Lips,deklariert,vorstand,praesident,2015-09-25,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Peter Hegglin,4153,M,M-E,ZG,M,5854,Messe Zukunft Alter AG,nicht-deklariert,beirat,mitglied,,AG,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Philipp Matthias Bregy,4230,M,M-E,VS,M,6786,Fondation valaisanne de probation,deklariert,vorstand,mitglied,,Stiftung,1000
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Prisca Birrer-Heimo,4030,SP,S,LU,F,1590,Beratungsstelle für Sans-Papiers Luzern und Innerschweiz,deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Priska Seiler Graf,4199,SP,S,ZH,F,13464,CIVIVA Schweizerischer Zivildienstverband,nicht-deklariert,vorstand,praesident,2022-04-15,Verein,
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Priska Seiler Graf,4199,SP,S,ZH,F,2872,Stiftung Märtplatz,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Raphaël Mahaim,4327,Grüne,G,VD,M,13353,Cité Radieuse,deklariert,vorstand,mitglied,2012-12-21,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Regine Sauter,4202,FDP,RL,ZH,F,7167,Compasso - Berufliche Eingliederung - Informationsportal für Arbeitgeber,deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Sarah Wyss,4318,SP,S,BS,F,12060,Verein Surprise,deklariert,vorstand,mitglied,2021-06-19,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Sibel Arslan,4184,BastA,G,BS,F,12015,Pro Familia Basel Regio,deklariert,vorstand,praesident,2021-05-21,Verein,-1
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Stefanie Heimgartner,4314,SVP,V,AG,F,8160,Verein Lernwerk Turgi,deklariert,vorstand,mitglied,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Susanne Vincenz-Stauffacher,4296,FDP,RL,SG,F,7554,Stiftung Opferhilfe,deklariert,vorstand,praesident,,Stiftung,2500
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Susanne Vincenz-Stauffacher,4296,FDP,RL,SG,F,7556,"Ombudsstelle Alter und Behinderung der Kantone SG, AR und AI",deklariert,taetig,,,Verein,10000
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Therese Schläpfer,4234,SVP,V,ZH,F,6917,Kindes- und Erwachsenenschutzbehörde der Bezirke Winterthur und Andelfingen,nicht-deklariert,taetig,,,Staatlich,
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Thomas Hefti,4139,FDP,RL,GL,M,1913,Dipl.Ing. Heinrich Blumer-Stiftung,deklariert,vorstand,praesident,,Stiftung,1
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Thomas Hurter,3890,SVP,V,SH,M,6591,Bürgerliche Witwen- & Waisenstiftung Schaffhausen,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Ursula Schneider Schüttel,4123,SP,S,FR,F,13198,Schweizerische Pfadistiftung,deklariert,vorstand,mitglied,2022-01-01,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Ursula Schneider Schüttel,4123,SP,S,FR,F,5444,agir pour la dignité,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Ursula Schneider Schüttel,4123,SP,S,FR,F,7352,Erzählbistro - Ein Begegnungsort für die Betroffenen fürsorgerischer Zwangsmassnahmen,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Valérie Piller Carrard,4109,SP,S,FR,F,6632,Pro Familia Fribourg,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Valérie Piller Carrard,4109,SP,S,FR,F,2478,PRO FAMILIA SCHWEIZ,deklariert,vorstand,praesident,,Verein,10000
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Verena Herzog,4129,SVP,V,TG,F,4404,Stiftung PRO SENECTUTE THURGAU,deklariert,vorstand,mitglied,2011-11-18,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Verena Herzog,4129,SVP,V,TG,F,6613,Verein Selbsthilfe Thurgau,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Vincent Maitre,4275,M,M-E,GE,M,7890,Fondation Universitaire pour le logement des étudiants,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Yvonne Feri,4069,SP,S,AG,F,13470,Stiftung zur Unterstützung von Einelternfamilien (SUE),nicht-deklariert,vorstand,mitglied,2021-09-29,Stiftung,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Yvonne Feri,4069,SP,S,AG,F,6489,Unabhängige Fachstelle für Sozialhilferecht,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Yvonne Feri,4069,SP,S,AG,F,13643,Verein für soziale Gerechtigkeit,deklariert,vorstand,mitglied,2022-06-01,Verein,0
Soziale Sicherheit,Gemeinwohl/Gesellschaft,Yvonne Feri,4069,SP,S,AG,F,13644,Schweizerischer Verband alleinerziehender Mütter und Väter,nicht-deklariert,vorstand,praesident,2022-05-01,Verein,
Soziale Sicherheit,Gleichstellung,Angelo Barrile,4203,SP,S,ZH,M,3406,Pink Cross,deklariert,vorstand,mitglied,,Verein,0
Soziale Sicherheit,Gleichstellung,Gerhard Andrey,4245,Grüne,G,FR,M,7711,männer.ch,deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Gleichstellung,Hans-Peter Portmann,4141,FDP,RL,ZH,M,7372,Interessensgemeinschaft Gesellschaftsliberale ParlamentarierInnen,deklariert,vorstand,praesident,,Informelle Gruppe,0
Soziale Sicherheit,Gleichstellung,Kathrin Bertschy,4102,GLP,GL,BE,F,6834,GOSTELI-STIFTUNG,deklariert,vorstand,praesident,,Stiftung,5000
Soziale Sicherheit,Gleichstellung,Kathrin Bertschy,4102,GLP,GL,BE,F,1157,alliance F - Bund Schweizerischer Frauenorganisationen,deklariert,vorstand,praesident,2014-11-19,Verein,7500
Soziale Sicherheit,Gleichstellung,Laurence Fehlmann Rielle,4195,SP,S,GE,F,11027,Internationale Liga gegen Rassismus und Antisemitismus (Sektion Genf),deklariert,vorstand,mitglied,,Verein,0
Soziale Sicherheit,Gleichstellung,Lisa Mazzone,4186,Grüne,G,GE,F,12317,Fondation equal-salary,deklariert,vorstand,mitglied,2021-11-02,Stiftung,0
Soziale Sicherheit,Gleichstellung,Maya Graf,806,Grüne,G,BL,F,1158,alliance F - Bund Schweizerischer Frauenorganisationen,deklariert,vorstand,praesident,2014-11-19,Verein,7500
Soziale Sicherheit,Gleichstellung,Min Li Marti,4197,SP,S,ZH,F,13578,alliance F - Bund Schweizerischer Frauenorganisationen,deklariert,vorstand,mitglied,2022-05-27,Verein,0
Soziale Sicherheit,Gleichstellung,Philippe Nantermod,4193,FDP,RL,VS,M,7104,Internationale Liga gegen Rassismus und Antisemitismus (Sektion Wallis),deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Gleichstellung,Simone de Montmollin,4256,FDP,RL,GE,F,11497,Internationale Liga gegen Rassismus und Antisemitismus (Sektion Genf),deklariert,vorstand,mitglied,2020-12-25,Verein,0
Soziale Sicherheit,Gleichstellung,Susanne Vincenz-Stauffacher,4296,FDP,RL,SG,F,11524,alliance F - Bund Schweizerischer Frauenorganisationen,deklariert,vorstand,mitglied,,Verein,0
Soziale Sicherheit,Gleichstellung,Tamara Funiciello,4262,SP,S,BE,F,11460,Lesbenorganisation Schweiz,deklariert,vorstand,mitglied,2020-12-04,Verein,0
Soziale Sicherheit,Gleichstellung,Tamara Funiciello,4262,SP,S,BE,F,11462,la Festivalle,deklariert,vorstand,praesident,2020-12-04,Verein,0
Soziale Sicherheit,Heime/Institutionen,Albert Rösti,4100,SVP,V,BE,M,11037,senesuisse Verband privater Alters- und Pflegeeinrichtungen Schweiz,deklariert,vorstand,praesident,,Verein,1
Soziale Sicherheit,Heime/Institutionen,Alexandre Berthoud,4330,FDP,RL,VD,M,13776,Afiro,deklariert,vorstand,vizepraesident,2018-08-23,Verein,0
Soziale Sicherheit,Heime/Institutionen,Beat Flach,4059,GLP,GL,AG,M,2243,Stiftung Domino,deklariert,vorstand,mitglied,2012-11-29,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Benjamin Roduit,4220,M,M-E,VS,M,5989,Walliser Vereinigung von Institutionen zugunsten von Menschen mit Schwierigkeiten,nicht-deklariert,vorstand,praesident,2018-06-07,Verein,500
Soziale Sicherheit,Heime/Institutionen,Benjamin Roduit,4220,M,M-E,VS,M,13125,Fondation St-Joseph,nicht-deklariert,vorstand,praesident,2022-01-03,Stiftung,
Soziale Sicherheit,Heime/Institutionen,Christine Badertscher,4246,Grüne,G,BE,F,7476,Stiftung WBM,deklariert,vorstand,mitglied,,Stiftung,800
Soziale Sicherheit,Heime/Institutionen,Edith Graf-Litscher,1295,SP,S,TG,F,13275,Brotegg AG,deklariert,vorstand,praesident,2022-02-28,AG,1
Soziale Sicherheit,Heime/Institutionen,Hannes Germann,825,SVP,V,SH,M,1605,Stiftung diheiplus in Neuhausen am Rheinfall,deklariert,vorstand,praesident,,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Jean-Pierre Grin,3885,SVP,V,VD,M,4060,Fondation des 4 Marronniers,nicht-deklariert,vorstand,mitglied,2010-12-15,Stiftung,
Soziale Sicherheit,Heime/Institutionen,Kurt Fluri,1122,FDP,RL,SO,M,13174,Alterszentrum Wengistein,deklariert,vorstand,praesident,2022-01-01,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Laurent Wehrli,4194,FDP,RL,VD,M,3453,Fondation Alice et Karl Schenkel-Wagner,nicht-deklariert,vorstand,mitglied,2012-04-11,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Lorenzo Quadri,4046,Lega,V,TI,M,5804,Associazione dei Comuni in ambito socio sanitario,deklariert,vorstand,praesident,,Verein,1
Soziale Sicherheit,Heime/Institutionen,Lorenzo Quadri,4046,Lega,V,TI,M,5802,Fondazione Farguis,deklariert,vorstand,vizepraesident,,Stiftung,500
Soziale Sicherheit,Heime/Institutionen,Martin Candinas,4070,M,M-E,GR,M,4202,Casa sogn Giusep Cumpadials,deklariert,vorstand,mitglied,2016-04-10,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Nicolas Walder,4297,Grüne,G,GE,M,8061,"Association de l'EMS ""Résidence de Drize""",deklariert,vorstand,mitglied,2010-12-23,Verein,1500
Soziale Sicherheit,Heime/Institutionen,Nicolò Paganini,4222,M,M-E,SG,M,13651,HPV Rorschach,deklariert,beirat,mitglied,2022-06-02,Verein,0
Soziale Sicherheit,Heime/Institutionen,Patricia von Falkenstein,4324,LDP,RL,BS,F,12908,Alterssiedlung Rankhof,deklariert,vorstand,praesident,2021-02-03,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Priska Wismer-Felder,4305,M,M-E,LU,F,7598,Stiftung Hof Rickenbach,deklariert,vorstand,praesident,,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Roland Fischer,4089,GLP,GL,LU,M,7673,Wohnen am Bächli AG,deklariert,vorstand,praesident,,AG,7650
Soziale Sicherheit,Heime/Institutionen,Ruedi Noser,1153,FDP,RL,ZH,M,5494,STIFTUNG ILGENHALDE,nicht-deklariert,beirat,mitglied,,Stiftung,0
Soziale Sicherheit,Heime/Institutionen,Ruth Humbel,1071,M,M-E,AG,F,5023,Stiftung Lindenhof Oftringen,deklariert,vorstand,mitglied,2014-11-27,Stiftung,1
Soziale Sicherheit,Heime/Institutionen,Werner Salzmann,4172,SVP,V,BE,M,3662,Schulheim Schloss Erlach,deklariert,vorstand,mitglied,,Oeffentlich-rechtlich,0
Soziale Sicherheit,Heime/Institutionen,Werner Salzmann,4172,SVP,V,BE,M,3663,Frienisberg - üses Dorf Genossenschaft,deklariert,vorstand,mitglied,2015-06-18,Genossenschaft,1
Soziale Sicherheit,Hilfswerke,Baptiste Hurni,4270,SP,S,NE,M,11450,OSEO Neuchâtel,deklariert,vorstand,mitglied,,Verein,0
Soziale Sicherheit,Hilfswerke,Baptiste Hurni,4270,SP,S,NE,M,7860,Schweizerisches Rotes Kreuz Sektion Neuenburg,deklariert,vorstand,praesident,,Verein,10000
Soziale Sicherheit,Hilfswerke,Eric Nussbaumer,3899,SP,S,BL,M,6884,Winterhilfe Baselland,deklariert,vorstand,mitglied,,Verein,0
Soziale Sicherheit,Hilfswerke,Gerhard Pfister,1109,M,M-E,ZG,M,3993,Stiftung Winterhilfe Zug,deklariert,vorstand,praesident,2005-12-20,Stiftung,0
Soziale Sicherheit,Hilfswerke,Heidi Z'graggen,4243,M,M-E,UR,F,13128,Schweizerischer Fonds für Hilfe bei nicht versicherbaren Elementarschäden,nicht-deklariert,vorstand,mitglied,2022-01-11,Stiftung,
Soziale Sicherheit,Hilfswerke,Heidi Z'graggen,4243,M,M-E,UR,F,11691,Schweizerischer Fonds für Hilfe bei nicht versicherbaren Elementarschäden,deklariert,vorstand,mitglied,2021-02-13,Stiftung,1
Soziale Sicherheit,Hilfswerke,Laurence Fehlmann Rielle,4195,SP,S,GE,F,3115,Association Suisse-Birmanie,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Hilfswerke,Lorenzo Quadri,4046,Lega,V,TI,M,7122,Fondazione Maddalena e Alfredo Airoldi,nicht-deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Hilfswerke,Manuela Weichelt,4298,ALG,G,ZG,F,8173,Stiftung Winterhilfe Zug,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Hilfswerke,Marco Chiesa,4159,SVP,V,TI,M,7483,Winterhilfe Ticino,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Hilfswerke,Martina Bircher,4250,SVP,V,AG,F,12242,Winterhilfe Aargau,deklariert,vorstand,praesident,2021-10-15,Verein,0
Soziale Sicherheit,Hilfswerke,Othmar Reichmuth,4316,M,M-E,SZ,M,7937,Stiftung Winterhilfe Kanton Schwyz,deklariert,vorstand,praesident,,Stiftung,0
Soziale Sicherheit,Hilfswerke,Peter Hegglin,4153,M,M-E,ZG,M,8038,Inländische Mission - Schweizerisches katholisches Solidaritätswerk,deklariert,vorstand,praesident,,Verein,0
Soziale Sicherheit,Hilfswerke,Rocco Cattaneo,4217,FDP,RL,TI,M,6829,Stiftung Schwiizer hälfed Schwiizer,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Hilfswerke,Stefan Engler,4055,M,M-E,GR,M,13583,Caritas Graubünden,deklariert,vorstand,praesident,2022-06-03,Verein,0
Soziale Sicherheit,Hilfswerke,Stefan Engler,4055,M,M-E,GR,M,13155,Casal-Bernard-Stiftung,deklariert,vorstand,mitglied,2001-01-12,Stiftung,1
Soziale Sicherheit,Hilfswerke,Susanne Vincenz-Stauffacher,4296,FDP,RL,SG,F,13221,Schweizerischer Fonds für Hilfe bei nicht versicherbaren Elementarschäden,deklariert,vorstand,mitglied,2022-01-11,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Adèle Thorens Goumaz,3907,Grüne,G,VD,F,5269,Plateforme Romande de l'accueil de l'Enfance,deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Andrea Gmür-Schönenberger,4181,M,M-E,LU,F,2720,Stiftung UFWIND,deklariert,vorstand,mitglied,2012-09-03,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Barbara Gysi,4121,SP,S,SG,F,12874,Jugendsession,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Beat Flach,4059,GLP,GL,AG,M,12871,Jugendsession,nicht-deklariert,beirat,,,Verein,
Soziale Sicherheit,Kinder/Jugend,Céline Amaudruz,4090,SVP,V,GE,F,5253,Plateforme Romande de l'accueil de l'Enfance,nicht-deklariert,beirat,mitglied,,Verein,
Soziale Sicherheit,Kinder/Jugend,Christa Markwalder,1139,FDP,RL,BE,F,5196,kidswest.ch,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Christa Markwalder,1139,FDP,RL,BE,F,5360,Kinderanwaltschaft Schweiz,nicht-deklariert,beirat,,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Christine Badertscher,4246,Grüne,G,BE,F,12870,Jugendsession,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Christine Bulliard-Marbach,4101,M,M-E,FR,F,5251,Plateforme Romande de l'accueil de l'Enfance,nicht-deklariert,beirat,mitglied,,Verein,
Soziale Sicherheit,Kinder/Jugend,Claudia Friedl,4131,SP,S,SG,F,12872,Jugendsession,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Corina Gredig,4267,GLP,GL,ZH,F,13177,Kinderschutz Schweiz,deklariert,beirat,mitglied,,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Doris Fiala,3877,FDP,RL,ZH,F,2653,Pro Juventute,deklariert,beirat,mitglied,,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Elisabeth Baume-Schneider,4238,SP,S,JU,F,11053,Alliance Enfance,deklariert,vorstand,praesident,2020-03-01,Verein,1
Soziale Sicherheit,Kinder/Jugend,Fabio Regazzi,4072,M,M-E,TI,M,13248,Kinderschutz Schweiz,deklariert,beirat,mitglied,2022-01-28,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Franziska Roth,4283,SP,S,SO,F,10945,Kibesuisse,deklariert,vorstand,praesident,,Verein,3000
Soziale Sicherheit,Kinder/Jugend,Franziska Roth,4283,SP,S,SO,F,8145,"amitola, gemeinnützige GmbH für Kinder",deklariert,beirat,mitglied,,GmbH,0
Soziale Sicherheit,Kinder/Jugend,Franziska Roth,4283,SP,S,SO,F,8342,a:primo Verein zur frühen Förderung sozial benachteiligter Kinder,deklariert,vorstand,praesident,,Verein,1500
Soziale Sicherheit,Kinder/Jugend,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,7297,Stiftung pro jungwacht blauring,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Jean-Pierre Grin,3885,SVP,V,VD,M,5266,Plateforme Romande de l'accueil de l'Enfance,nicht-deklariert,beirat,mitglied,,Verein,
Soziale Sicherheit,Kinder/Jugend,Jürg Grossen,4083,GLP,GL,BE,M,12873,Jugendsession,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Katharina Prelicz-Huber,3999,Grüne,G,ZH,F,12876,Jugendsession,nicht-deklariert,beirat,mitglied,,Verein,
Soziale Sicherheit,Kinder/Jugend,Katharina Prelicz-Huber,3999,Grüne,G,ZH,F,7945,Verein OJA Offene Jugendarbeit Zürich,deklariert,vorstand,praesident,,Verein,4688
Soziale Sicherheit,Kinder/Jugend,Kurt Fluri,1122,FDP,RL,SO,M,5776,"amitola, gemeinnützige GmbH für Kinder",nicht-deklariert,beirat,mitglied,,GmbH,0
Soziale Sicherheit,Kinder/Jugend,Lorenzo Quadri,4046,Lega,V,TI,M,13126,Fondazione Giovanni Enrico e Frida Stamm,nicht-deklariert,vorstand,praesident,2021-11-30,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Marco Chiesa,4159,SVP,V,TI,M,5688,Fondazione Pro Infantia,deklariert,vorstand,mitglied,2017-05-26,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Marie-France Roth Pasquier,4284,M,M-E,FR,F,13245,Jugendprojekt LIFT,deklariert,beirat,mitglied,2022-01-22,Verein,0
Soziale Sicherheit,Kinder/Jugend,Matthias Aebischer,4049,SP,S,BE,M,6843,Verein ESPOIR,deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Matthias Aebischer,4049,SP,S,BE,M,7451,Kibesuisse,deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Patricia von Falkenstein,4324,LDP,RL,BS,F,12885,Verein für Kinderbetreuung Basel,deklariert,vorstand,praesident,2000-03-01,Verein,0
Soziale Sicherheit,Kinder/Jugend,Philipp Kutter,4225,M,M-E,ZH,M,7253,Dachverband Offene Kinder- und Jugendarbeit Schweiz,deklariert,vorstand,mitglied,,Verein,1000
Soziale Sicherheit,Kinder/Jugend,Philipp Kutter,4225,M,M-E,ZH,M,11382,Alliance Enfance,deklariert,vorstand,praesident,,Verein,9000
Soziale Sicherheit,Kinder/Jugend,Pirmin Bischof,3871,M,M-E,SO,M,5775,"amitola, gemeinnützige GmbH für Kinder",nicht-deklariert,beirat,mitglied,,GmbH,
Soziale Sicherheit,Kinder/Jugend,Sophie Michaud Gigon,4278,Grüne,G,VD,F,12896,Jugendsession,nicht-deklariert,beirat,mitglied,2021-12-01,Verein,
Soziale Sicherheit,Kinder/Jugend,Stefanie Heimgartner,4314,SVP,V,AG,F,8159,Stiftung Kinderheim Brugg,deklariert,vorstand,mitglied,,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Thomas Aeschi,4053,SVP,V,ZG,M,1776,Stiftung für junge Auslandschweizer,deklariert,taetig,,,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Thomas Hefti,4139,FDP,RL,GL,M,1912,Hans Eberle Stiftung,deklariert,vorstand,praesident,,Stiftung,1
Soziale Sicherheit,Kinder/Jugend,Ursula Schneider Schüttel,4123,SP,S,FR,F,12877,Jugendsession,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Yvette Estermann,3876,SVP,V,LU,F,4950,pfadijugendhuus ballwil,nicht-deklariert,beirat,mitglied,,Verein,0
Soziale Sicherheit,Kinder/Jugend,Yvonne Feri,4069,SP,S,AG,F,2638,Stiftung für junge Auslandschweizer,nicht-deklariert,beirat,mitglied,,Stiftung,0
Soziale Sicherheit,Kinder/Jugend,Yvonne Feri,4069,SP,S,AG,F,4662,Kinderschutz Schweiz,deklariert,vorstand,praesident,,Stiftung,20000
Soziale Sicherheit,Sozialversicherungen,Barbara Gysi,4121,SP,S,SG,F,4712,Sozialversicherungsanstalt des Kantons St. Gallen,deklariert,geschaeftsfuehrend,mitglied,,Oeffentlich-rechtlich,1
Soziale Sicherheit,Sozialversicherungen,Céline Amaudruz,4090,SVP,V,GE,F,7080,Fondation de prévoyance en faveur du personnel des Transports publics genevois,deklariert,vorstand,mitglied,,Oeffentlich-rechtlich,1
Soziale Sicherheit,Sozialversicherungen,Damian Müller,4207,FDP,RL,LU,M,11386,WAS Wirtschaft Arbeit Soziales wira Luzern,deklariert,vorstand,mitglied,2020-12-05,Staatlich,1
Soziale Sicherheit,Sozialversicherungen,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,10865,Luzerner Forum für Sozialversicherungen und Soziale Sicherheit,deklariert,vorstand,praesident,2019-09-24,Verein,0
Soziale Sicherheit,Sozialversicherungen,Marianne Streiff-Feller,4036,EVP,M-E,BE,F,3327,Ausgleichskasse des Kantons Bern,deklariert,vorstand,mitglied,,Oeffentlich-rechtlich,400
